-- Fees Data Insert Script
-- Generated: 2025-12-25 20:27:19
-- Total Records: 477

-- ============================================
-- Data Summary:
-- Students: 477

-- Payment Status Distribution:
--   Paid on time: 60% of students
--   Paid late (10-30 days): 25% of students
--   Not paid (PaidDate = NULL): 15% of students

-- Fee Amount Range: 50,000 - 150,000
-- Academic Year: 2024
-- ============================================

INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (1, 1, 71145.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('02-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (248, 124, 129142.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('12-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (249, 125, 113784.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (250, 125, 108039.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('10-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (251, 126, 106920.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (252, 126, 134863.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (253, 127, 128759.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (254, 127, 134692.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (255, 128, 118043.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (256, 128, 105224.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (257, 129, 129071.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (258, 129, 125879.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (259, 130, 133633.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (260, 130, 107485.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (261, 131, 127034.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (262, 131, 129915.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('10-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (263, 132, 130928.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (264, 132, 117842.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (265, 133, 118252.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (266, 133, 113012.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (267, 134, 105748.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (268, 134, 105259.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (269, 135, 109679.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('01-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (270, 135, 115481.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('26-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (271, 136, 130428.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (272, 136, 120438.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (273, 137, 132819.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (274, 137, 133728.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('26-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (275, 138, 119590.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (276, 138, 118480.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (277, 139, 117456.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (278, 139, 107738.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('27-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (279, 140, 108917.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (280, 140, 108875.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('05-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (281, 141, 108844.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (282, 141, 121495.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (283, 142, 105207.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (284, 142, 127415.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (285, 143, 108922.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (286, 143, 106538.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (287, 144, 107786.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (288, 144, 120464.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('12-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (289, 145, 120575.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('13-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (290, 145, 130522.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (291, 146, 126930.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (292, 146, 110231.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('10-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (293, 147, 124252.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (294, 147, 120410.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('29-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (295, 148, 107892.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (296, 148, 128764.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('28-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (297, 149, 119015.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (298, 149, 115985.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('02-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (299, 150, 118966.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (300, 150, 107417.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (301, 151, 114826.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (302, 151, 119464.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (303, 152, 128885.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('28-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (304, 152, 119934.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('30-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (305, 153, 131193.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (306, 153, 106212.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (307, 154, 120452.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (308, 154, 133126.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (309, 155, 121426.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('07-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (310, 155, 115779.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('08-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (311, 156, 111439.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('29-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (312, 156, 106489.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (313, 157, 112578.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('29-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (314, 157, 107592.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('28-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (315, 158, 109447.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('28-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (316, 158, 118415.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('01-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (317, 159, 110385.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('26-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (318, 159, 124921.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('02-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (319, 160, 134501.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (320, 160, 109716.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (321, 161, 126234.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('13-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (322, 161, 129763.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (323, 162, 120087.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (324, 162, 134690.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (325, 163, 113328.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('03-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (326, 163, 125100.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('31-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (327, 164, 106427.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (328, 164, 108983.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (329, 165, 100710.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('12-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (330, 165, 111348.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (331, 166, 111183.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (332, 166, 100197.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('13-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (333, 167, 108515.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('12-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (334, 167, 103962.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('10-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (335, 168, 105170.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (336, 168, 119637.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (337, 169, 100937.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (338, 169, 119018.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('08-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (339, 170, 102572.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('28-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (340, 170, 118884.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('27-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (341, 171, 113960.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('03-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (342, 171, 120363.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('01-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (343, 172, 110199.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('10-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (344, 172, 117532.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (345, 173, 115907.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('08-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (346, 173, 118869.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (347, 174, 110976.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('03-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (348, 174, 114943.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('04-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (349, 175, 97066.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Sep-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (350, 175, 107799.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('04-Feb-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (351, 176, 117929.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (352, 176, 115350.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (353, 177, 122875.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (354, 177, 100882.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('10-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (355, 178, 114304.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('09-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (356, 178, 122920.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (357, 179, 117440.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (358, 179, 117734.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('14-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (359, 180, 99086.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('06-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (360, 180, 105450.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('09-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (361, 181, 106147.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('05-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (362, 181, 113509.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('06-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (363, 182, 112301.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (364, 182, 109479.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (365, 183, 109054.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('13-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (366, 183, 100714.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (367, 184, 105028.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (368, 184, 111578.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), NULL);
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (369, 185, 104464.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('14-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (370, 185, 114880.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('07-Jan-2025', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (371, 186, 109456.00, TO_DATE('15-Aug-2024', 'DD-MON-YYYY'), TO_DATE('11-Aug-2024', 'DD-MON-YYYY'));
INSERT INTO Fees (FeeID, StudentID, Amount, DueDate, PaidDate) VALUES (372, 186, 105021.00, TO_DATE('15-Jan-2025', 'DD-MON-YYYY'), TO_DATE('11-Jan-2025', 'DD-MON-YYYY'));
